CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalNetProfit,ProfitMargin,GrowthPotentialScore,GrowthClass
Burgers,26391,Classic Burgers Bistro,Ghost Kitchen,North Shore,1.03,43.92,805,45,1976.4,342,190,228,15020.64,8344.8,10013.76,0.295922064,0.232905829,0.28,14,4.13,941.64,931.22,2871.53,1595.29,3776.56,0.06,0.45,0.25,0.3,35355.6,9174.6,0.25949495978006315,65.36397523244422,High
Burgers,26514,Lucky Burgers Corner,QSR,West Auckland,1.04,36.38,638,106,3856.28,239,133,160,8694.82,4838.54,5820.8,0.248522783,0.386922581,0.31,17,5.02,803.2,1405.82,474.34,263.96,1318.8,0.2,0.45,0.25,0.3,23210.44,3462.92,0.1491966546088743,54.689120056108735,Medium
Burgers,26677,Top Burgers Tavern,Cafe,South Auckland,1.05,34.3,1342,333,11421.9,454,252,303,15572.2,8643.6,10392.9,0.216553137,0.409603461,0.29,13,3.84,1163.52,4270.0,1305.63,724.71,2721.8,0.33,0.45,0.25,0.3,46030.6,9022.14,0.1960030935942612,68.47852042024502,High
Burgers,25181,King Burgers Cafe,Full-service,South Auckland,1.05,36.18,2043,594,21490.92,652,362,435,23589.36,13097.16,15738.3,0.370753841,0.519469612,0.28,9,2.66,1157.1,2359.2,-4015.46,-2229.44,570.6,0.41,0.45,0.25,0.3,73915.74,-3315.1000000000004,-0.04484971671798185,61.26951159717666,Medium
Burgers,25468,Top Burgers House,Full-service,West Auckland,1.04,32.39,1216,383,12405.37,375,208,250,12146.25,6737.12,8097.5,0.38519335,0.526770381,0.31,3,0.89,222.5,1092.12,-2696.03,-1495.4,490.37,0.46,0.45,0.25,0.3,39386.240000000005,-2608.9400000000005,-0.06623988479225232,42.84559092322772,Low
Burgers,26586,King Burgers Bistro,Full-service,West Auckland,1.04,36.69,1582,498,18271.62,488,271,325,17904.72,9942.99,11924.25,0.357282415,0.527841171,0.28,12,3.54,1150.5,2098.98,-2956.49,-1641.82,219.32,0.46,0.45,0.25,0.3,58043.579999999994,-2280.0099999999998,-0.03928100230895475,52.2203203533987,Medium
Burgers,26141,Lucky Burgers Eatery,Full-service,West Auckland,1.04,34.93,1402,378,13203.54,461,256,307,16102.73,8942.08,10723.51,0.391132952,0.514671806,0.28,9,2.66,816.62,1243.71,-2991.96,-1661.48,193.48,0.37,0.45,0.25,0.3,48971.86,-3216.25,-0.0656754715871523,47.030260292123266,Medium
Burgers,25268,King Burgers Corner,Cafe,CBD,0.99,37.1,904,253,9386.3,293,163,195,10870.3,6047.3,7234.5,0.217014491,0.400262145,0.28,16,4.72,920.4,3592.36,1116.63,621.2,1848.41,0.39,0.45,0.25,0.3,33538.399999999994,7178.599999999999,0.214041218424254,37.48132139164545,Low
Burgers,25308,Urban Burgers House,QSR,West Auckland,1.04,44.68,1854,334,14923.12,684,380,456,30561.12,16978.4,20374.08,0.241154741,0.358429965,0.31,15,4.43,2020.08,5975.45,2763.19,1535.11,6138.01,0.22,0.45,0.25,0.3,82836.72,16411.760000000002,0.19812179912483258,77.94980313806818,High
Burgers,25067,Classic Burgers Kitchen,Full-service,CBD,0.99,43.14,1160,343,14797.02,368,204,245,15875.52,8800.56,10569.3,0.358276336,0.504268041,0.31,11,3.25,796.25,2033.93,-2739.23,-1518.49,656.56,0.42,0.45,0.25,0.3,50042.399999999994,-1567.23,-0.031318042300129495,28.852709558677738,Low
Burgers,26241,Top Burgers Eatery,QSR,South Auckland,1.05,38.16,1019,190,7250.4,373,207,249,14233.68,7899.12,9501.84,0.245450911,0.423436921,0.32,12,3.54,881.46,2400.7,158.17,87.78,2264.71,0.23,0.45,0.25,0.3,38885.04,4911.360000000001,0.12630461483387956,63.69738123195341,High
Burgers,26201,Classic Burgers House,Full-service,South Auckland,1.05,40.9,1340,409,16728.1,419,233,279,17137.1,9529.7,11411.1,0.385463857,0.521124046,0.32,11,3.25,906.75,1562.61,-3883.06,-2159.31,159.18,0.44,0.45,0.25,0.3,54805.99999999999,-4320.58,-0.07883406926248952,55.624819400245194,Medium
Burgers,25272,Urban Burgers Eatery,QSR,CBD,0.99,32.02,1165,225,7204.5,423,235,282,13544.46,7524.7,9029.64,0.203551977,0.44405027,0.32,8,2.36,665.52,2538.85,438.81,243.78,2516.5,0.24,0.45,0.25,0.3,37303.3,5737.9400000000005,0.15381856296895985,31.809459262184074,Low
Burgers,25192,Lucky Burgers Bistro,Cafe,South Auckland,1.05,43.45,1384,351,15250.95,465,258,310,20204.25,11210.1,13469.5,0.23134802,0.434121697,0.32,9,2.66,824.6,5101.9,293.57,162.89,3681.36,0.34,0.45,0.25,0.3,60134.799999999996,9239.72,0.15365013270186315,73.93909134767026,High
Burgers,25435,Classic Burgers Bistro,QSR,West Auckland,1.04,45.13,1249,225,10154.25,461,256,307,20804.93,11553.28,13854.91,0.213164032,0.396249586,0.33,18,5.31,1630.17,3966.11,1260.5,699.97,3781.37,0.22,0.45,0.25,0.3,56367.369999999995,9707.95,0.1722264139696424,70.21103483261297,High
Burgers,25678,Urban Burgers Eatery,QSR,CBD,0.99,43.24,772,139,6010.36,285,158,190,12323.4,6831.92,8215.6,0.237665633,0.396260367,0.32,12,3.54,672.6,2200.24,567.79,314.77,2334.92,0.22,0.45,0.25,0.3,33381.28,5417.719999999999,0.16229815034055015,37.88518609021219,Low
Burgers,26286,King Burgers Tavern,QSR,South Auckland,1.05,45.42,1742,337,15306.54,632,351,422,28705.44,15942.42,19167.24,0.218293915,0.417047551,0.28,14,4.13,1742.86,5581.66,2430.16,1349.66,5246.64,0.24,0.45,0.25,0.3,79121.64,14608.119999999999,0.18462863004356328,81.49612419189543,High
Burgers,26246,Lucky Burgers Bistro,QSR,West Auckland,1.04,38.73,1299,276,10689.48,460,256,307,17815.8,9914.88,11890.11,0.268982829,0.391698329,0.27,5,1.48,454.36,3627.14,1234.97,687.29,3580.18,0.27,0.45,0.25,0.3,50310.27,9129.58,0.18146553377670208,65.85609247046926,High
Burgers,25399,Urban Burgers Corner,QSR,CBD,0.99,30.37,828,186,5648.82,289,160,193,8776.93,4859.2,5861.41,0.224838664,0.369480476,0.33,13,3.84,741.12,2291.62,664.25,367.75,1636.74,0.29,0.45,0.25,0.3,25146.36,4960.36,0.19725956361079694,29.761037289695135,Low
Burgers,26074,Top Burgers Grill,Full-service,North Shore,1.03,36.77,2031,559,20554.43,662,368,442,24341.74,13531.36,16252.34,0.378746073,0.537014341,0.28,16,4.72,2086.24,1731.5,-4765.15,-2648.9,-717.15,0.38,0.45,0.25,0.3,74679.87,-6399.699999999999,-0.08569511435946527,48.8996054471479,Medium
Burgers,25605,King Burgers Tavern,QSR,North Shore,1.03,43.27,1706,373,16139.71,600,333,400,25962.0,14408.91,17308.0,0.238182747,0.420431646,0.28,6,1.77,708.0,5509.86,1593.69,884.5,5200.7,0.28,0.45,0.25,0.3,73818.62,13188.75,0.17866427196823784,68.86550388755545,High
Burgers,25807,Top Burgers Kitchen,Cafe,CBD,0.99,44.33,1736,513,22741.29,550,306,367,24381.5,13564.98,16269.11,0.258666134,0.408973059,0.32,11,3.25,1192.75,7558.31,301.38,167.67,4214.46,0.42,0.45,0.25,0.3,76956.88,12241.82,0.15907375662838721,48.77431213862287,Medium
Burgers,26050,Top Burgers House,Ghost Kitchen,West Auckland,1.04,32.95,1386,126,4151.7,567,315,378,18682.65,10379.25,12455.1,0.289802646,0.219370783,0.31,13,3.84,1451.52,2037.76,3378.32,1876.84,4661.77,0.1,0.45,0.25,0.3,45668.700000000004,11954.69,0.26176987739961943,67.21066761000746,High
Burgers,25403,Top Burgers Diner,Ghost Kitchen,South Auckland,1.05,34.3,637,57,1955.1,261,145,174,8952.3,4973.5,5968.2,0.27611177,0.269399675,0.3,13,3.84,668.16,888.57,1383.03,768.35,2044.32,0.1,0.45,0.25,0.3,21849.1,5084.2699999999995,0.23269928738483506,63.513156885792064,Medium
Burgers,26578,King Burgers Diner,Cafe,CBD,0.99,38.1,675,159,6057.9,232,129,155,8839.2,4914.9,5905.5,0.222686308,0.359760212,0.33,15,4.43,686.65,2529.5,773.9,430.32,1779.21,0.31,0.45,0.25,0.3,25717.5,5512.93,0.21436492660639644,35.9476018021687,Low
Burgers,25487,Classic Burgers Grill,QSR,South Auckland,1.05,35.26,1439,259,9132.34,531,295,354,18723.06,10401.7,12482.04,0.200697394,0.353761872,0.31,3,0.89,315.06,4068.83,2537.74,1409.85,5246.2,0.22,0.45,0.25,0.3,50739.14000000001,13262.619999999999,0.2613883483243902,74.73085677350421,High
Burgers,25771,Lucky Burgers Corner,Ghost Kitchen,West Auckland,1.04,40.86,660,31,1266.66,283,157,189,11563.38,6415.02,7722.54,0.251700412,0.221080634,0.32,11,3.25,614.25,667.81,2396.15,1329.31,3457.22,0.05,0.45,0.25,0.3,26967.6,7850.49,0.2911082187513906,68.33158815233053,High
Burgers,25327,Urban Burgers Corner,Ghost Kitchen,CBD,0.99,34.39,1281,37,1272.43,560,311,373,19258.4,10695.29,12827.47,0.299884437,0.205399782,0.3,18,5.31,1980.63,629.49,3749.91,2082.54,4365.32,0.03,0.45,0.25,0.3,44053.590000000004,10827.259999999998,0.24577474843707398,41.26439532044561,Low
Burgers,25813,Urban Burgers Tavern,Cafe,North Shore,1.03,44.37,579,153,6788.61,192,106,128,8519.04,4703.22,5679.36,0.272136336,0.428637852,0.3,13,3.84,491.52,2031.33,-6.6,-3.64,1207.89,0.36,0.45,0.25,0.3,25690.230000000003,3228.98,0.1256890265287621,54.35574327772673,Medium
Burgers,26057,Lucky Burgers Tavern,Full-service,South Auckland,1.05,44.05,966,255,11232.75,320,178,213,14096.0,7840.9,9382.65,0.35517197,0.468937209,0.3,11,3.25,692.25,1975.74,-1749.44,-973.13,958.07,0.36,0.45,0.25,0.3,42552.3,211.24,0.004964244000911819,60.0324498163047,Medium
Burgers,25976,Lucky Burgers Tavern,Full-service,North Shore,1.03,34.27,1009,336,11514.72,303,168,202,10383.81,5757.36,6922.54,0.35828266,0.518133828,0.3,4,1.18,238.36,1423.03,-1831.88,-1015.69,617.15,0.5,0.45,0.25,0.3,34578.43,-807.3900000000002,-0.023349527436612946,40.16751714616693,Low
Burgers,25573,Top Burgers Tavern,Cafe,North Shore,1.03,44.39,1946,575,25524.25,617,343,411,27388.63,15225.77,18244.29,0.21225262,0.377365898,0.31,8,2.36,969.96,10474.68,2749.31,1528.39,6517.16,0.42,0.45,0.25,0.3,86382.94,21269.54,0.24622384929246446,76.91032587267082,High
Burgers,26573,King Burgers House,Full-service,South Auckland,1.05,34.62,1576,511,17690.82,479,266,320,16582.98,9208.92,11078.4,0.371734362,0.500425458,0.31,6,1.77,566.4,2261.6,-3020.75,-1677.5,849.86,0.48,0.45,0.25,0.3,54561.12,-1586.79,-0.029082797420580807,56.063448573680766,Medium
Burgers,25819,Lucky Burgers Cafe,Cafe,CBD,0.99,35.4,799,224,7929.6,259,144,172,9168.6,5097.6,6088.8,0.25784453,0.362598595,0.31,18,5.31,913.32,3009.73,637.74,354.57,1397.73,0.39,0.45,0.25,0.3,28284.600000000002,5399.77,0.19090848023305967,33.35367092472655,Low
Burgers,25817,Top Burgers House,QSR,West Auckland,1.04,33.88,1496,259,8774.92,557,309,371,18871.16,10468.92,12569.48,0.210763217,0.417573497,0.32,13,3.84,1424.64,3261.32,974.95,540.86,3246.97,0.21,0.45,0.25,0.3,50684.479999999996,8024.1,0.15831473460909534,62.20359068494344,Medium
Burgers,26669,Classic Burgers Cafe,Cafe,CBD,0.99,44.18,844,232,10249.76,275,153,184,12149.5,6759.54,8129.12,0.22939337,0.38555606,0.29,16,4.72,868.48,3946.68,1154.82,642.5,2261.64,0.38,0.45,0.25,0.3,37287.920000000006,8005.639999999999,0.21469795043542247,42.98208787645793,Low
Burgers,25538,Top Burgers Cafe,Full-service,CBD,0.99,40.02,1573,473,18929.46,495,275,330,19809.9,11005.5,13206.6,0.382410142,0.535522963,0.33,12,3.54,1168.2,1553.48,-4911.53,-2728.63,-84.38,0.43,0.45,0.25,0.3,62951.46,-6171.06,-0.09802886223766694,26.033050236307105,Low
Burgers,25944,Classic Burgers Corner,Cafe,South Auckland,1.05,33.54,1021,270,9055.8,338,188,225,11336.52,6305.52,7546.5,0.23688017,0.38887672,0.32,10,2.95,663.75,3389.07,614.93,342.03,2160.48,0.36,0.45,0.25,0.3,34244.34,6506.51,0.19000249384277812,64.03465778957779,High
Burgers,26510,Classic Burgers Grill,Cafe,West Auckland,1.04,42.18,741,148,6242.64,267,148,178,11262.06,6242.64,7508.04,0.233899443,0.445459345,0.33,14,4.13,735.14,2001.65,-105.4,-58.42,1672.25,0.25,0.45,0.25,0.3,31255.38,3510.08,0.11230322587663308,58.27952172721476,Medium
Burgers,25459,Urban Burgers Bistro,QSR,West Auckland,1.04,35.68,1896,414,14771.52,667,370,445,23798.56,13201.6,15877.6,0.229524979,0.440200649,0.29,12,3.54,1575.3,4878.65,958.47,531.69,3668.66,0.28,0.45,0.25,0.3,67649.28,10037.47,0.14837511943955647,67.30177084506049,High
Burgers,26311,Classic Burgers Corner,QSR,South Auckland,1.05,47.0,1671,278,13066.0,627,348,418,29469.0,16356.0,19646.0,0.258775433,0.433687587,0.33,4,1.18,493.24,4018.28,-661.96,-367.41,5548.63,0.2,0.45,0.25,0.3,78537.0,8537.54,0.10870723353323912,76.99311447198187,High
Burgers,26675,King Burgers Grill,QSR,West Auckland,1.04,36.44,900,156,5684.64,335,186,223,12207.4,6777.84,8126.12,0.258730385,0.352583625,0.31,7,2.07,461.61,2209.54,960.55,533.32,2696.9,0.21,0.45,0.25,0.3,32796.0,6400.31,0.19515520185388463,60.599567296059675,Medium
Burgers,25584,King Burgers Cafe,Cafe,CBD,0.99,35.23,760,209,7363.07,248,138,165,8737.04,4861.74,5812.95,0.204013292,0.418974408,0.32,3,0.89,146.85,2775.97,498.12,277.18,2044.7,0.38,0.45,0.25,0.3,26774.8,5595.969999999999,0.20900137442669972,34.01454868128362,Low
Burgers,25706,Lucky Burgers House,Full-service,CBD,0.99,40.08,767,207,8296.56,252,140,168,10100.16,5611.2,6733.44,0.380485535,0.546463825,0.32,8,2.36,396.48,606.07,-2494.23,-1385.68,95.4,0.37,0.45,0.25,0.3,30741.36,-3178.44,-0.10339295333713278,17.22129545140471,Low
Burgers,26637,Lucky Burgers Cafe,QSR,North Shore,1.03,38.16,1847,381,14538.96,660,366,440,25185.6,13966.56,16790.4,0.268138574,0.418827313,0.28,14,4.13,1817.2,4551.19,831.98,461.37,3438.77,0.26,0.45,0.25,0.3,70481.51999999999,9283.31,0.1317126815653238,62.79577061904824,Medium
Burgers,25049,Urban Burgers Cafe,QSR,North Shore,1.03,45.84,1847,415,19023.6,644,358,430,29520.96,16410.72,19711.2,0.210861114,0.410226645,0.28,3,0.89,382.7,7208.27,2919.98,1623.22,7086.11,0.29,0.45,0.25,0.3,84666.48,18837.579999999998,0.22249159289485046,75.51488032617306,High
Burgers,26479,Urban Burgers Grill,Full-service,West Auckland,1.04,37.76,804,268,10119.68,241,134,161,9100.16,5059.84,6079.36,0.365018412,0.546738259,0.31,12,3.54,569.94,892.99,-2018.02,-1122.05,-33.48,0.5,0.45,0.25,0.3,30359.04,-2280.56,-0.07511963487646513,42.5202755363467,Low
Burgers,25145,Classic Burgers Cafe,Full-service,West Auckland,1.04,43.89,1067,374,16414.86,312,173,208,13693.68,7592.97,9129.12,0.366971562,0.535327719,0.3,13,3.84,798.72,1603.74,-2770.22,-1536.05,93.2,0.54,0.45,0.25,0.3,46830.630000000005,-2609.33,-0.05571844752035152,51.87349371764445,Medium
Burgers,25833,Urban Burgers Corner,Cafe,West Auckland,1.04,42.38,1213,353,14960.14,387,215,258,16401.06,9111.7,10934.04,0.242346809,0.367625953,0.28,12,3.54,913.32,5834.86,1804.56,1002.54,3351.25,0.41,0.45,0.25,0.3,51406.94,11993.21,0.23329943388966545,71.57906506037351,High
Burgers,25228,Top Burgers Eatery,Cafe,West Auckland,1.04,46.7,2055,638,29794.6,638,354,425,29794.6,16531.8,19847.5,0.239928396,0.422890253,0.29,5,1.48,629.0,10046.18,1405.75,779.99,6063.21,0.45,0.45,0.25,0.3,95968.5,18295.13,0.19063682354105776,81.30335775246549,High
Burgers,26441,King Burgers Grill,QSR,CBD,0.99,37.27,1565,282,10510.14,577,321,385,21504.79,11963.67,14348.95,0.232442122,0.364000278,0.27,16,4.72,1817.2,4241.45,2872.13,1597.84,3973.43,0.22,0.45,0.25,0.3,58327.55,12684.85,0.21747613263372112,44.83143888379235,Low
Burgers,25593,Top Burgers Diner,Ghost Kitchen,West Auckland,1.04,38.24,829,61,2332.64,346,192,230,13231.04,7342.08,8795.2,0.280705252,0.289620228,0.33,15,4.43,1018.9,1002.28,1318.8,731.82,2760.17,0.08,0.45,0.25,0.3,31700.960000000003,5813.07,0.18337204930071516,60.60523798337193,Medium
Burgers,25230,Urban Burgers Tavern,Ghost Kitchen,South Auckland,1.05,32.1,975,55,1765.5,414,230,276,13289.4,7383.0,8859.6,0.268912851,0.300634364,0.3,13,3.84,1059.84,759.96,1733.64,963.13,2753.8,0.06,0.45,0.25,0.3,31297.5,6210.530000000001,0.1984353382858056,62.87881274878523,Medium
Burgers,26444,Lucky Burgers Grill,Cafe,CBD,0.99,43.35,764,157,6805.95,273,152,182,11834.55,6589.2,7889.7,0.253676384,0.355854927,0.29,10,2.95,536.9,2657.51,1189.0,662.01,2543.78,0.26,0.45,0.25,0.3,33119.4,7052.300000000001,0.21293562081438674,41.305643856338826,Low
Burgers,25839,Classic Burgers Tavern,QSR,North Shore,1.03,42.63,902,208,8867.04,312,174,208,13300.56,7417.62,8867.04,0.273925773,0.371560125,0.27,7,2.07,430.56,3143.49,1124.08,626.89,2712.93,0.3,0.45,0.25,0.3,38452.259999999995,7607.389999999999,0.19783986688948843,61.12543393694791,Medium
Burgers,25113,Urban Burgers Diner,QSR,North Shore,1.03,43.37,1530,255,11059.35,574,319,382,24894.38,13835.03,16567.34,0.268876347,0.394695023,0.28,14,4.13,1577.66,3720.68,1404.76,780.69,3996.07,0.2,0.45,0.25,0.3,66356.1,9902.199999999999,0.14922817947407996,65.11256711747824,High
Burgers,25274,Top Burgers Eatery,QSR,CBD,0.99,43.97,943,170,7474.9,348,193,232,15301.56,8486.21,10201.04,0.245497362,0.38382775,0.29,9,2.66,617.12,2770.76,1234.45,684.62,3164.15,0.22,0.45,0.25,0.3,41463.71,7853.98,0.18941816832116565,42.14327781852327,Low
Burgers,26448,King Burgers Eatery,Cafe,North Shore,1.03,31.39,1638,387,12147.93,563,313,375,17672.57,9825.07,11771.25,0.224799099,0.42052231,0.27,4,1.18,442.5,4308.61,1496.49,831.97,3732.51,0.31,0.45,0.25,0.3,51416.82,10369.58,0.20167680537224977,59.48011864521769,Medium
Burgers,26168,Top Burgers Tavern,QSR,CBD,0.99,34.97,1300,276,9651.72,461,256,307,16121.17,8952.32,10735.79,0.226521107,0.364868717,0.32,3,0.89,273.23,3943.79,1428.5,793.27,4113.52,0.27,0.45,0.25,0.3,45461.0,10279.08,0.2261076527133147,40.63916838978775,Low
Burgers,25764,Classic Burgers Tavern,Cafe,North Shore,1.03,37.11,1456,336,12468.96,504,280,336,18703.44,10390.8,12468.96,0.23604899,0.409529472,0.29,12,3.54,1189.44,4419.27,1204.9,669.39,3229.83,0.3,0.45,0.25,0.3,54032.159999999996,9523.39,0.17625410496267407,60.767892613894034,Medium
Burgers,25441,King Burgers Diner,QSR,South Auckland,1.05,36.78,1735,347,12762.66,625,347,416,22987.5,12762.66,15300.48,0.237731875,0.408459956,0.29,12,3.54,1472.64,4515.53,1466.79,814.36,3940.79,0.25,0.45,0.25,0.3,63813.3,10737.47,0.16826382587955802,72.8889862249869,High
Burgers,25118,Lucky Burgers Kitchen,Ghost Kitchen,North Shore,1.03,39.18,794,37,1449.66,341,189,227,13360.38,7405.02,8893.86,0.284464302,0.325273342,0.3,17,5.02,1139.54,565.75,1205.94,668.39,2331.4,0.05,0.45,0.25,0.3,31108.92,4771.48,0.1533798023203634,54.02466521721182,Medium
Burgers,25240,Lucky Burgers Diner,Full-service,CBD,0.99,42.77,697,184,7869.68,231,128,154,9879.87,5474.56,6586.58,0.358047952,0.482824533,0.3,14,4.13,636.02,1252.28,-1391.8,-771.21,412.09,0.36,0.45,0.25,0.3,29810.690000000002,-498.64000000000004,-0.01672688555682542,24.63316678651547,Low
Burgers,25362,Urban Burgers Diner,QSR,CBD,0.99,35.17,1766,306,10762.02,657,365,438,23106.69,12837.05,15404.46,0.262723354,0.357786395,0.3,11,3.25,1423.5,4084.08,1836.76,1020.42,4422.34,0.21,0.45,0.25,0.3,62110.219999999994,11363.6,0.18295861776049097,42.82087957724003,Low
Burgers,26132,King Burgers Corner,Full-service,CBD,0.99,39.73,1317,355,14104.15,433,240,289,17203.09,9535.2,11481.97,0.360780012,0.525970331,0.29,17,5.02,1450.78,1597.29,-3040.65,-1685.35,-150.45,0.37,0.45,0.25,0.3,52324.41,-3279.16,-0.06266979407890122,25.46449682733251,Low
Burgers,25406,Lucky Burgers House,Cafe,CBD,0.99,37.64,749,181,6812.84,256,142,170,9635.84,5344.88,6398.8,0.228273103,0.430526345,0.31,4,1.18,200.6,2324.54,300.64,166.76,1982.67,0.32,0.45,0.25,0.3,28192.36,4774.61,0.16935829423290563,33.30152941111112,Low
Burgers,25729,Lucky Burgers Tavern,Full-service,South Auckland,1.05,42.75,1015,295,12611.25,324,180,216,13851.0,7695.0,9234.0,0.380284497,0.536712756,0.31,8,2.36,509.76,1046.77,-3144.14,-1746.74,256.69,0.41,0.45,0.25,0.3,43391.25,-3587.4199999999996,-0.08267611557629706,53.528972269589026,Medium
Burgers,25851,King Burgers Diner,Cafe,West Auckland,1.04,36.7,1417,382,14019.4,466,259,310,17102.2,9505.3,11377.0,0.231182709,0.371880023,0.27,9,2.66,824.6,5564.82,2170.91,1206.58,3691.36,0.37,0.45,0.25,0.3,52003.899999999994,12633.67,0.24293697203478973,69.49469324606883,High
Burgers,26337,Classic Burgers Tavern,Full-service,West Auckland,1.04,42.88,2113,570,24441.6,694,386,463,29758.72,16551.68,19853.44,0.369565805,0.465491834,0.28,9,2.66,1231.58,4031.46,-3423.97,-1904.4,2043.09,0.37,0.45,0.25,0.3,90605.44,746.1800000000001,0.008235487847087327,66.34560409143772,High
Burgers,25975,Classic Burgers Eatery,QSR,CBD,0.99,30.06,825,148,4448.88,305,169,203,9168.3,5080.14,6102.18,0.20249474,0.436107657,0.32,8,2.36,479.08,1607.81,379.55,210.31,1726.23,0.22,0.45,0.25,0.3,24799.5,3923.9,0.15822496421298818,26.833935468939078,Low
Burgers,25328,Classic Burgers House,QSR,West Auckland,1.04,32.52,970,168,5463.36,361,200,241,11739.72,6504.0,7837.32,0.215737534,0.401023594,0.33,10,2.95,710.95,2093.77,625.01,346.27,2292.62,0.21,0.45,0.25,0.3,31544.399999999998,5357.67,0.16984536082474228,56.26188534764128,Medium
Burgers,26583,Lucky Burgers Cafe,QSR,North Shore,1.03,43.03,1024,211,9079.33,366,203,244,15748.98,8735.09,10499.32,0.253250067,0.390933547,0.27,5,1.48,361.12,3230.57,1351.52,749.61,3374.71,0.26,0.45,0.25,0.3,44062.719999999994,8706.41,0.19759129713281434,62.73965026315401,Medium
Burgers,25857,Classic Burgers Diner,Ghost Kitchen,West Auckland,1.04,32.08,671,55,1764.4,277,154,185,8886.16,4940.32,5934.8,0.275974804,0.327067296,0.32,13,3.84,710.4,700.39,683.86,380.2,1645.47,0.09,0.45,0.25,0.3,21525.68,3409.92,0.15841172032660525,51.95942551103323,Medium
Burgers,25979,Classic Burgers Bistro,Cafe,West Auckland,1.04,35.84,1759,493,17669.12,570,316,380,20428.8,11325.44,13619.2,0.205955267,0.354645486,0.29,4,1.18,448.4,7763.8,3052.05,1692.01,5535.87,0.39,0.45,0.25,0.3,63042.56,18043.73,0.28621505852554213,75.27721937625151,High
Burgers,26625,Urban Burgers House,Cafe,West Auckland,1.04,45.87,1169,276,12660.12,402,223,268,18439.74,10229.01,12293.16,0.267751501,0.361398966,0.28,11,3.25,871.0,4695.0,1675.24,929.3,3687.91,0.31,0.45,0.25,0.3,53622.03,10987.45,0.20490552110764923,72.2044310959001,High
Burgers,26345,Lucky Burgers Eatery,Full-service,South Auckland,1.05,40.74,2077,737,30025.38,603,335,402,24566.22,13647.9,16377.48,0.377221892,0.537403646,0.27,11,3.25,1306.5,2563.4,-4535.55,-2519.75,91.72,0.55,0.45,0.25,0.3,84616.98,-4400.179999999999,-0.05200114681474096,65.06855884938079,High
Burgers,25982,Lucky Burgers Diner,Full-service,CBD,0.99,35.49,767,227,8056.23,243,135,162,8624.07,4791.15,5749.38,0.392701402,0.531614782,0.29,12,3.54,573.48,609.73,-1848.28,-1026.82,-138.34,0.42,0.45,0.25,0.3,27220.829999999998,-2403.71,-0.08830406714269919,14.289651902540742,Low
Burgers,26387,King Burgers Tavern,QSR,West Auckland,1.04,39.14,1607,311,12172.54,583,324,389,22818.62,12681.36,15225.46,0.248795144,0.413692678,0.28,10,2.95,1147.55,4108.38,1312.35,729.33,3991.23,0.24,0.45,0.25,0.3,62897.98,10141.289999999999,0.1612339537772119,68.09515733898586,High
